5m_open_time,5m_open_price,5m_high_price,5m_low_price,5m_close_price,5m_volume,5m_close_time,5m_quote_asset_volume,5m_number_of_trades,5m_taker_buy_base_asset_volume,5m_taker_buy_quote_asset_volume,5m_unused,timestamp_key,id,epoch,position,failed,startAt,startBlock,startHash,lockAt,lockBlock,lockHash,lockPrice,lockRoundId,closeAt,closeBlock,closeHash,closePrice,closeRoundId,totalBets,totalAmount,bullBets,bullAmount,bearBets,bearAmount
1665325800000,278.0,278.5,278.0,278.4,410.872,1665326099999,114331.7079,395,301.756,83978.9715,0,2022-10-09 14:34:59.999,110719,110719,Bull,False,1665325450,22028809,0x4f5b3dbd52cf1db73fee7d26bb8b6693177e26159bba05161f5ce0886e7c1b5d,1665325759,22028912,0xc6f2531217db901ff46eb41e05b3f02ca393ff229de9def81da59e94f49aed1b,277.96,18446744073711480029,1665326068,22029015,0x6b710aadc5f44025b841f5aaa143a5c13f9a80aa535f98435cd4208248e2354f,278.19227763,18446744073711480044,67,8.847923663787270865,34,4.165966909657901906,33,4.681956754129368959
1665326100000,278.4,278.5,278.3,278.5,338.73,1665326399999,94313.2071,299,215.192,59920.5941,0,2022-10-09 14:39:59.999,110720,110720,Bull,False,1665325759,22028912,0xc6f2531217db901ff46eb41e05b3f02ca393ff229de9def81da59e94f49aed1b,1665326068,22029015,0x6b710aadc5f44025b841f5aaa143a5c13f9a80aa535f98435cd4208248e2354f,278.19227763,18446744073711480044,1665326377,22029118,0x250f46e3aac9c6212b3bb100eb5d09c7a9d20a968ea27a6ea0d23f9991d05c83,278.39302831,18446744073711480057,97,25.068263899013442813,67,11.883091864607010588,30,13.185172034406432225
1665326400000,278.4,278.7,278.4,278.6,893.198,1665326699999,248806.8672,389,720.273,200643.857,0,2022-10-09 14:44:59.999,110721,110721,Bull,False,1665326068,22029015,0x6b710aadc5f44025b841f5aaa143a5c13f9a80aa535f98435cd4208248e2354f,1665326377,22029118,0x250f46e3aac9c6212b3bb100eb5d09c7a9d20a968ea27a6ea0d23f9991d05c83,278.39302831,18446744073711480057,1665326686,22029221,0x1d617a6d3a9c8a959eefb53e0a8a32f669047f23834580e594cde59e9e2369b3,278.61,18446744073711480072,110,39.605881016090822294,55,15.75311238897530716,55,23.852768627115515134
1665326700000,278.7,278.9,278.6,278.9,620.462,1665326999999,172991.0438,405,204.713,57082.2362,0,2022-10-09 14:49:59.999,110722,110722,Bull,False,1665326377,22029118,0x250f46e3aac9c6212b3bb100eb5d09c7a9d20a968ea27a6ea0d23f9991d05c83,1665326686,22029221,0x1d617a6d3a9c8a959eefb53e0a8a32f669047f23834580e594cde59e9e2369b3,278.61,18446744073711480072,1665326995,22029324,0x3e176cbd6515819e530448e107def2084a8033d5d76992e98c0c150a91817f04,278.82555777,18446744073711480085,81,16.460395209501514783,37,8.978696755896287142,44,7.481698453605227641
1665327000000,278.9,278.9,278.5,278.6,729.619,1665327299999,203340.9694,438,358.039,99803.862,0,2022-10-09 14:54:59.999,110723,110723,Bear,False,1665326686,22029221,0x1d617a6d3a9c8a959eefb53e0a8a32f669047f23834580e594cde59e9e2369b3,1665326995,22029324,0x3e176cbd6515819e530448e107def2084a8033d5d76992e98c0c150a91817f04,278.82555777,18446744073711480085,1665327304,22029427,0x437fe3e5b9bc4798678d9c6c943d86d783ff5dd87fca1a9ce1a1c5df4a63170a,278.60510287,18446744073711480100,99,33.013431015904255939,51,19.295379176869013377,48,13.718051839035242562
1665327300000,278.5,278.6,278.3,278.5,219.388,1665327599999,61090.8543,307,159.929,44536.7932,0,2022-10-09 14:59:59.999,110724,110724,Bear,False,1665326995,22029324,0x3e176cbd6515819e530448e107def2084a8033d5d76992e98c0c150a91817f04,1665327304,22029427,0x437fe3e5b9bc4798678d9c6c943d86d783ff5dd87fca1a9ce1a1c5df4a63170a,278.60510287,18446744073711480100,1665327613,22029530,0x919c19a60e64eeaaedfc9075f71ec163d846adcf2d28f6676fea9659d071ff95,278.45893039,18446744073711480115,96,25.170866060874705557,36,12.615266933998465926,60,12.555599126876239631
1665327600000,278.5,278.7,278.5,278.7,277.029,1665327899999,77178.7758,307,111.444,31051.7679,0,2022-10-09 15:04:59.999,110725,110725,Bull,False,1665327304,22029427,0x437fe3e5b9bc4798678d9c6c943d86d783ff5dd87fca1a9ce1a1c5df4a63170a,1665327613,22029530,0x919c19a60e64eeaaedfc9075f71ec163d846adcf2d28f6676fea9659d071ff95,278.45893039,18446744073711480115,1665327922,22029633,0x36e500b0c9734ed6ea07519a4593f75000771d9128e1bf215e64008173a2630b,278.64744087,18446744073711480130,90,23.343107656516092986,48,11.917612716904903333,42,11.425494939611189653
1665327900000,278.7,278.8,278.6,278.8,313.569,1665328199999,87401.6322,323,249.787,69628.6345,0,2022-10-09 15:09:59.999,110726,110726,Bull,False,1665327613,22029530,0x919c19a60e64eeaaedfc9075f71ec163d846adcf2d28f6676fea9659d071ff95,1665327922,22029633,0x36e500b0c9734ed6ea07519a4593f75000771d9128e1bf215e64008173a2630b,278.64744087,18446744073711480130,1665328231,22029736,0x3041192b95493bf78679c9bab048d602ec64eade2cde72ddc89cb620dff1c1df,278.71368463,18446744073711480146,87,21.20261423989464446,51,10.149916337120804841,36,11.052697902773839619
1665328200000,278.8,278.9,278.6,278.9,459.329,1665328499999,128052.4913,386,322.915,90031.8297,0,2022-10-09 15:14:59.999,110727,110727,Bull,False,1665327922,22029633,0x36e500b0c9734ed6ea07519a4593f75000771d9128e1bf215e64008173a2630b,1665328231,22029736,0x3041192b95493bf78679c9bab048d602ec64eade2cde72ddc89cb620dff1c1df,278.71368463,18446744073711480146,1665328540,22029839,0xe14cf54ef1d8a4254e104a8000bb5f00b70c85d47c8241f58c52902a13f43c87,278.8076546,18446744073711480160,99,40.490019432677605435,53,24.287589117171120517,46,16.202430315506484918
1665328500000,278.8,279.1,278.7,279.1,568.754,1665328799999,158624.8819,514,310.853,86707.2139,0,2022-10-09 15:19:59.999,110728,110728,Bull,False,1665328231,22029736,0x3041192b95493bf78679c9bab048d602ec64eade2cde72ddc89cb620dff1c1df,1665328540,22029839,0xe14cf54ef1d8a4254e104a8000bb5f00b70c85d47c8241f58c52902a13f43c87,278.8076546,18446744073711480160,1665328852,22029943,0x5673b7e497ae78018b4121eaf0c9f0cc5a10663550af5cec5ae48f53885f74a0,279.05278031,18446744073711480175,104,27.035806193859857616,61,20.542764278600183889,43,6.493041915259673727
1665328800000,279.1,279.1,278.8,279.0,568.862,1665329099999,158687.3274,381,290.967,81168.2924,0,2022-10-09 15:24:59.999,110729,110729,Bear,False,1665328540,22029839,0xe14cf54ef1d8a4254e104a8000bb5f00b70c85d47c8241f58c52902a13f43c87,1665328852,22029943,0x5673b7e497ae78018b4121eaf0c9f0cc5a10663550af5cec5ae48f53885f74a0,279.05278031,18446744073711480175,1665329161,22030046,0x9d8bec8668452600d2fdd78986422f00fdf07b6668d484a41f190975431f2e63,278.88212439,18446744073711480190,109,27.943010686096761545,58,19.560918730789374861,51,8.382091955307386684
1665329100000,279.0,279.1,278.7,278.8,506.804,1665329399999,141352.5631,336,201.681,56243.8246,0,2022-10-09 15:29:59.999,110730,110730,Bear,False,1665328852,22029943,0x5673b7e497ae78018b4121eaf0c9f0cc5a10663550af5cec5ae48f53885f74a0,1665329161,22030046,0x9d8bec8668452600d2fdd78986422f00fdf07b6668d484a41f190975431f2e63,278.88212439,18446744073711480190,1665329473,22030150,0x856da12122c12d2cfc775736d56a409e95b375a7a982365098c6afb4e30359cd,278.79814046,18446744073711480205,91,22.710025290279262965,45,14.38654996352892113,46,8.323475326750341835
1665329400000,278.8,279.3,278.8,279.1,1719.007,1665329699999,479812.9423,698,1149.649,320875.0194,0,2022-10-09 15:34:59.999,110731,110731,Bull,False,1665329161,22030046,0x9d8bec8668452600d2fdd78986422f00fdf07b6668d484a41f190975431f2e63,1665329473,22030150,0x856da12122c12d2cfc775736d56a409e95b375a7a982365098c6afb4e30359cd,278.79814046,18446744073711480205,1665329782,22030253,0x2a95b3560a5259ca0920549017343afd8ab4dac0bb4d979c740e1a879fb746d9,279.18051794,18446744073711480219,96,29.411310280176985214,51,16.441472976626054846,45,12.969837303550930368
1665329700000,279.1,279.3,279.1,279.3,514.389,1665329999999,143629.6952,400,305.302,85254.0944,0,2022-10-09 15:39:59.999,110732,110732,Bull,False,1665329473,22030150,0x856da12122c12d2cfc775736d56a409e95b375a7a982365098c6afb4e30359cd,1665329782,22030253,0x2a95b3560a5259ca0920549017343afd8ab4dac0bb4d979c740e1a879fb746d9,279.18051794,18446744073711480219,1665330094,22030357,0xa66c9f4d2d9088b5aa05d5d996e9c51f0e368418886cffdd9aab1a8bb68e2310,279.21,18446744073711480234,103,20.492404194858497186,43,10.053636490779227513,60,10.438767704079269673
1665330000000,279.2,279.4,279.2,279.3,894.811,1665330299999,249912.7254,525,278.293,77727.2872,0,2022-10-09 15:44:59.999,110733,110733,Bear,False,1665329782,22030253,0x2a95b3560a5259ca0920549017343afd8ab4dac0bb4d979c740e1a879fb746d9,1665330094,22030357,0xa66c9f4d2d9088b5aa05d5d996e9c51f0e368418886cffdd9aab1a8bb68e2310,279.21,18446744073711480234,1665330406,22030461,0x8f0f5865409f0add7b46c92cb6e0338b62850a67c7d4678fa8e5370958374304,279.19907772,18446744073711480249,88,22.708120072914157666,44,15.617822541834235581,44,7.090297531079922085
1665330300000,279.3,279.3,278.9,278.9,729.714,1665330599999,203706.7831,421,285.487,79700.8415,0,2022-10-09 15:49:59.999,110734,110734,Bear,False,1665330094,22030357,0xa66c9f4d2d9088b5aa05d5d996e9c51f0e368418886cffdd9aab1a8bb68e2310,1665330406,22030461,0x8f0f5865409f0add7b46c92cb6e0338b62850a67c7d4678fa8e5370958374304,279.19907772,18446744073711480249,1665330715,22030564,0x51e3c03924470d6c65f4a2ed87ec484fabaf68d882e7da3b07159fb43a8d2e32,279.02,18446744073711480264,103,27.265338030279203878,54,9.7399398645015901,49,17.525398165777613778
1665330600000,279.0,279.4,278.9,279.4,680.578,1665330899999,189978.7527,397,391.836,109369.0126,0,2022-10-09 15:54:59.999,110735,110735,Bull,False,1665330406,22030461,0x8f0f5865409f0add7b46c92cb6e0338b62850a67c7d4678fa8e5370958374304,1665330715,22030564,0x51e3c03924470d6c65f4a2ed87ec484fabaf68d882e7da3b07159fb43a8d2e32,279.02,18446744073711480264,1665331026,22030665,0x111b01db903991816e0f3c37e9cbcd3f0b9c3049af0f3b5893ad6ccf363c093b,279.31842582,18446744073711480278,102,23.501450287611087981,56,17.481081810360954531,46,6.02036847725013345
1665330900000,279.4,279.4,279.0,279.0,298.519,1665331199999,83341.3423,304,102.424,28597.6469,0,2022-10-09 15:59:59.999,110736,110736,Bear,False,1665330715,22030564,0x51e3c03924470d6c65f4a2ed87ec484fabaf68d882e7da3b07159fb43a8d2e32,1665331026,22030665,0x111b01db903991816e0f3c37e9cbcd3f0b9c3049af0f3b5893ad6ccf363c093b,279.31842582,18446744073711480278,1665331335,22030768,0x733e1e09eaa59112c0d411eb3e92ec0801d0abb0844583114c64ba335b09ffa4,279.08338432,18446744073711480294,89,21.563639119593245917,45,10.524477626442216224,44,11.039161493151029693
1665331200000,279.0,279.2,278.9,279.0,696.231,1665331499999,194304.7845,413,388.446,108418.8139,0,2022-10-09 16:04:59.999,110737,110737,Bull,False,1665331026,22030665,0x111b01db903991816e0f3c37e9cbcd3f0b9c3049af0f3b5893ad6ccf363c093b,1665331335,22030768,0x733e1e09eaa59112c0d411eb3e92ec0801d0abb0844583114c64ba335b09ffa4,279.08338432,18446744073711480294,1665331644,22030871,0x0b3899dfb1b62b2b471164b326af73b0cc833f692b441d923da6911aa71f6c41,279.35087915,18446744073711480307,90,23.92315171625120336,48,11.116496819416078445,42,12.806654896835124915
1665331800000,279.0,279.0,278.5,278.7,313.622,1665332099999,87423.1675,399,138.361,38568.8362,0,2022-10-09 16:14:59.999,110738,110738,Bear,False,1665331335,22030768,0x733e1e09eaa59112c0d411eb3e92ec0801d0abb0844583114c64ba335b09ffa4,1665331644,22030871,0x0b3899dfb1b62b2b471164b326af73b0cc833f692b441d923da6911aa71f6c41,279.35087915,18446744073711480307,1665331953,22030974,0x5bcaf840234dca65622262be7bf45f7a50544cccaebd933e10423bc9e99ff96d,278.91,18446744073711480321,86,23.567921425610482016,50,19.567920603395325513,36,4.000000822215156503
1665332100000,278.6,278.8,278.5,278.8,295.727,1665332399999,82399.6806,295,140.639,39193.6286,0,2022-10-09 16:19:59.999,110739,110739,Bear,False,1665331644,22030871,0x0b3899dfb1b62b2b471164b326af73b0cc833f692b441d923da6911aa71f6c41,1665331953,22030974,0x5bcaf840234dca65622262be7bf45f7a50544cccaebd933e10423bc9e99ff96d,278.91,18446744073711480321,1665332262,22031077,0x175822a83c89fea150e78f41f36b9bd4a2dc161bdeb17979f87e6bfb27c47acf,278.57771306,18446744073711480333,106,22.879252915701641571,45,8.310339564435545997,61,14.568913351266095574
1665332400000,278.8,279.1,278.7,279.1,922.059,1665332699999,257144.3553,359,726.41,202601.0487,0,2022-10-09 16:24:59.999,110740,110740,Bull,False,1665331953,22030974,0x5bcaf840234dca65622262be7bf45f7a50544cccaebd933e10423bc9e99ff96d,1665332262,22031077,0x175822a83c89fea150e78f41f36b9bd4a2dc161bdeb17979f87e6bfb27c47acf,278.57771306,18446744073711480333,1665332571,22031180,0x59d12c2a61aa624b67d835884d0f493267cfaae989773588595d4051683ddc0c,278.76,18446744073711480348,110,28.196107280540088898,59,18.443520726217345512,51,9.752586554322743386
1665332700000,279.0,279.2,279.0,279.1,333.257,1665332999999,93008.2371,267,140.578,39237.4256,0,2022-10-09 16:29:59.999,110741,110741,Bull,False,1665332262,22031077,0x175822a83c89fea150e78f41f36b9bd4a2dc161bdeb17979f87e6bfb27c47acf,1665332571,22031180,0x59d12c2a61aa624b67d835884d0f493267cfaae989773588595d4051683ddc0c,278.76,18446744073711480348,1665332877,22031282,0xaad8c8f42ef9e3f5df8c7b889c0aea4dea00963d302edffe351e95ec256ea28d,279.04,18446744073711480363,93,23.887292831390549999,46,16.194780437374191026,47,7.692512394016358973
1665333000000,279.2,279.3,279.1,279.1,463.957,1665333299999,129517.8991,359,191.902,53579.0849,0,2022-10-09 16:34:59.999,110742,110742,Bull,False,1665332571,22031180,0x59d12c2a61aa624b67d835884d0f493267cfaae989773588595d4051683ddc0c,1665332877,22031282,0xaad8c8f42ef9e3f5df8c7b889c0aea4dea00963d302edffe351e95ec256ea28d,279.04,18446744073711480363,1665333186,22031385,0xb36f95c7ec938d5db2244287ea5e0b77ecaf04b87abf415b51e69268f1fa7c6d,279.10458597,18446744073711480378,83,15.136757766813793356,47,9.96000957064832393,36,5.176748196165469426
1665333300000,279.2,279.2,279.0,279.0,369.855,1665333599999,103218.7697,289,87.313,24370.4534,0,2022-10-09 16:39:59.999,110743,110743,Bear,False,1665332877,22031282,0xaad8c8f42ef9e3f5df8c7b889c0aea4dea00963d302edffe351e95ec256ea28d,1665333186,22031385,0xb36f95c7ec938d5db2244287ea5e0b77ecaf04b87abf415b51e69268f1fa7c6d,279.10458597,18446744073711480378,1665333495,22031488,0x1c905c23f972b1d0a66490df9d64300af69de4b6ba1e34c730e27fab92508c1e,279.08,18446744073711480393,92,18.720417193146964039,46,6.830576209935716845,46,11.889840983211247194
1665333600000,279.0,279.1,278.8,279.0,270.94,1665333899999,75562.7557,269,158.768,44282.581,0,2022-10-09 16:44:59.999,110744,110744,Bear,False,1665333186,22031385,0xb36f95c7ec938d5db2244287ea5e0b77ecaf04b87abf415b51e69268f1fa7c6d,1665333495,22031488,0x1c905c23f972b1d0a66490df9d64300af69de4b6ba1e34c730e27fab92508c1e,279.08,18446744073711480393,1665333804,22031591,0x85a02abd70465a619c17c82bfc61d64c86570bf0e885d3621d8fc8c842eadf2e,278.89,18446744073711480407,94,26.06812102986969452,47,7.637833138778254552,47,18.430287891091439968
1665333900000,279.0,279.2,278.8,279.2,457.91,1665334199999,127729.356,315,160.225,44702.7056,0,2022-10-09 16:49:59.999,110745,110745,Bull,False,1665333495,22031488,0x1c905c23f972b1d0a66490df9d64300af69de4b6ba1e34c730e27fab92508c1e,1665333804,22031591,0x85a02abd70465a619c17c82bfc61d64c86570bf0e885d3621d8fc8c842eadf2e,278.89,18446744073711480407,1665334113,22031694,0x025ee83b4c76d38bcd3229364611bf080df80274af1caf5d3964df70605a4120,279.01,18446744073711480420,95,25.646609526534608972,49,17.560183527158352012,46,8.08642599937625696
1665334200000,279.1,279.2,278.9,279.0,554.872,1665334499999,154871.1817,338,167.718,46821.7191,0,2022-10-09 16:54:59.999,110746,110746,Bull,False,1665333804,22031591,0x85a02abd70465a619c17c82bfc61d64c86570bf0e885d3621d8fc8c842eadf2e,1665334113,22031694,0x025ee83b4c76d38bcd3229364611bf080df80274af1caf5d3964df70605a4120,279.01,18446744073711480420,1665334422,22031797,0x7ee016704f3229a3f63c2f7d6c26c3432a511023e64c0f842aa96432e7575be6,279.14675798,18446744073711480434,100,25.855953250299147062,56,18.773402102371675578,44,7.082551147927471484
1665334500000,278.9,279.0,278.9,279.0,159.017,1665334799999,44360.1625,242,103.212,28796.148,0,2022-10-09 16:59:59.999,110747,110747,Bear,False,1665334113,22031694,0x025ee83b4c76d38bcd3229364611bf080df80274af1caf5d3964df70605a4120,1665334422,22031797,0x7ee016704f3229a3f63c2f7d6c26c3432a511023e64c0f842aa96432e7575be6,279.14675798,18446744073711480434,1665334728,22031899,0xfd5a150ff3033e401d5445840ae51e18ecf3cc49c9a9236d6793821b2c6e130f,279.01,18446744073711480449,84,18.235387644616224335,36,7.894250046709055653,48,10.341137597907168682
1665334800000,279.0,279.0,278.7,278.7,441.905,1665335099999,123242.9177,286,177.751,49586.0103,0,2022-10-09 17:04:59.999,110748,110748,Bear,False,1665334422,22031797,0x7ee016704f3229a3f63c2f7d6c26c3432a511023e64c0f842aa96432e7575be6,1665334728,22031899,0xfd5a150ff3033e401d5445840ae51e18ecf3cc49c9a9236d6793821b2c6e130f,279.01,18446744073711480449,1665335037,22032002,0x04cb1595a703c81064c9adaab87fab0ad080d341a0c0dc8d238c5f7dd2c32d21,278.91123056,18446744073711480462,81,20.204808445141765298,32,6.028654020357740346,49,14.176154424784024952
1665335100000,278.8,279.0,278.7,279.0,471.725,1665335399999,131551.8861,240,377.587,105304.5567,0,2022-10-09 17:09:59.999,110749,110749,Bear,False,1665334728,22031899,0xfd5a150ff3033e401d5445840ae51e18ecf3cc49c9a9236d6793821b2c6e130f,1665335037,22032002,0x04cb1595a703c81064c9adaab87fab0ad080d341a0c0dc8d238c5f7dd2c32d21,278.91123056,18446744073711480462,1665335345,22032095,0x9d2252594dcd37e38290d2b2e66c1137640e031b9f58e5e8ab8bbb61cff66704,278.86296977,18446744073711480476,102,14.681912428258568042,53,9.336229581515464226,49,5.345682846743103816
1665335400000,279.0,279.0,278.8,278.8,260.011,1665335699999,72513.9085,260,127.459,35553.2792,0,2022-10-09 17:14:59.999,110750,110750,Bear,False,1665335037,22032002,0x04cb1595a703c81064c9adaab87fab0ad080d341a0c0dc8d238c5f7dd2c32d21,1665335345,22032095,0x9d2252594dcd37e38290d2b2e66c1137640e031b9f58e5e8ab8bbb61cff66704,278.86296977,18446744073711480476,1665335653,22032190,0x37cee41d05d61da25c4a3bcaeab2a1c70b33fd31adbf42cc0b250961edd65102,278.86242235,18446744073711480490,79,16.647167028472290016,52,11.708390458695689867,27,4.938776569776600149
1665335700000,278.9,279.1,278.8,279.0,277.336,1665335999999,77370.549,304,240.345,67052.9706,0,2022-10-09 17:19:59.999,110751,110751,Bull,False,1665335345,22032095,0x9d2252594dcd37e38290d2b2e66c1137640e031b9f58e5e8ab8bbb61cff66704,1665335653,22032190,0x37cee41d05d61da25c4a3bcaeab2a1c70b33fd31adbf42cc0b250961edd65102,278.86242235,18446744073711480490,1665335961,22032290,0xf981ed365a9d1e1c684a5d3e893a7d96ff555814157c99231b2337dd5231f229,278.96970311,18446744073711480505,58,9.940013784398086447,29,4.334617652868705124,29,5.605396131529381323
1665336000000,279.1,279.1,278.8,278.9,661.298,1665336299999,184454.7314,294,109.586,30569.511,0,2022-10-09 17:24:59.999,110752,110752,Bear,False,1665335653,22032190,0x37cee41d05d61da25c4a3bcaeab2a1c70b33fd31adbf42cc0b250961edd65102,1665335961,22032290,0xf981ed365a9d1e1c684a5d3e893a7d96ff555814157c99231b2337dd5231f229,278.96970311,18446744073711480505,1665336270,22032393,0x29102b68d93356424f3e4266ff9ed290d132f078c5fcea1fa68b797f1a6d8615,278.95522482,18446744073711480520,103,38.771080111713439912,55,30.180063284568710953,48,8.591016827144728959
1665336300000,278.9,279.0,278.9,279.0,140.652,1665336599999,39232.0798,223,42.37,11821.23,0,2022-10-09 17:29:59.999,110753,110753,Bear,False,1665335961,22032290,0xf981ed365a9d1e1c684a5d3e893a7d96ff555814157c99231b2337dd5231f229,1665336270,22032393,0x29102b68d93356424f3e4266ff9ed290d132f078c5fcea1fa68b797f1a6d8615,278.95522482,18446744073711480520,1665336580,22032489,0x385be60ae23d505e6ddcf4f38d2e7e1a73bcb9284230e44ac4897a1442a9b62b,278.94122146,18446744073711480534,50,7.701216976837887692,24,3.029046607597296086,26,4.672170369240591606
1665336600000,278.9,279.1,278.9,278.9,535.299,1665336899999,149355.3951,262,157.851,44047.8138,0,2022-10-09 17:34:59.999,110754,110754,Bull,False,1665336270,22032393,0x29102b68d93356424f3e4266ff9ed290d132f078c5fcea1fa68b797f1a6d8615,1665336580,22032489,0x385be60ae23d505e6ddcf4f38d2e7e1a73bcb9284230e44ac4897a1442a9b62b,278.94122146,18446744073711480534,1665336889,22032592,0x313fe9cf845076059ff4d4e20d2bfd1b1a85f3c45a91b4c50b35c5352fcb9856,279.08,18446744073711480550,87,22.982475963394242705,51,10.030699558896208601,36,12.951776404498034104
1665336900000,279.0,279.0,278.8,278.8,123.601,1665337199999,34478.2232,215,71.721,20009.7796,0,2022-10-09 17:39:59.999,110755,110755,Bear,False,1665336580,22032489,0x385be60ae23d505e6ddcf4f38d2e7e1a73bcb9284230e44ac4897a1442a9b62b,1665336889,22032592,0x313fe9cf845076059ff4d4e20d2bfd1b1a85f3c45a91b4c50b35c5352fcb9856,279.08,18446744073711480550,1665337198,22032695,0x5d257999d365b004a9bfa832789af5f8c6fe79d8fe9670b8e5fc849aec19ae44,278.96413611,18446744073711480565,76,12.852379380473922565,43,3.649821807584156626,33,9.202557572889765939
1665337200000,278.8,278.9,278.8,278.8,194.381,1665337499999,54204.7661,207,113.433,31636.4637,0,2022-10-09 17:44:59.999,110756,110756,Bear,False,1665336889,22032592,0x313fe9cf845076059ff4d4e20d2bfd1b1a85f3c45a91b4c50b35c5352fcb9856,1665337198,22032695,0x5d257999d365b004a9bfa832789af5f8c6fe79d8fe9670b8e5fc849aec19ae44,278.96413611,18446744073711480565,1665337507,22032798,0x1e912daeea4f62eaa6b58ce14d30088f51b8281969ee2ad2b948b78b64dba37e,278.92593108,18446744073711480580,79,20.512095536962085909,38,5.553490736347992016,41,14.958604800614093893
1665337500000,278.8,279.0,278.6,278.7,570.026,1665337799999,158962.3386,337,259.326,72319.0595,0,2022-10-09 17:49:59.999,110757,110757,Bear,False,1665337198,22032695,0x5d257999d365b004a9bfa832789af5f8c6fe79d8fe9670b8e5fc849aec19ae44,1665337507,22032798,0x1e912daeea4f62eaa6b58ce14d30088f51b8281969ee2ad2b948b78b64dba37e,278.92593108,18446744073711480580,1665337819,22032902,0x15f7a7a7a788c2fafe0bfade87cc2b769ddfcfa1f2e1bd8dde97e34e57225850,278.75,18446744073711480596,78,13.22261099479789239,47,8.301826782847823681,31,4.920784211950068709
1665337800000,278.6,278.8,277.8,278.2,3830.813,1665338099999,1066199.8746,959,721.19,200534.1454,0,2022-10-09 17:54:59.999,110758,110758,Bear,False,1665337507,22032798,0x1e912daeea4f62eaa6b58ce14d30088f51b8281969ee2ad2b948b78b64dba37e,1665337819,22032902,0x15f7a7a7a788c2fafe0bfade87cc2b769ddfcfa1f2e1bd8dde97e34e57225850,278.75,18446744073711480596,1665338128,22033005,0x1d4e6326c9d87f6c6288303b69d6436f16c624d6f950ec183dc9baaa509186a1,278.25,18446744073711480609,107,26.8589076060380844,53,13.276041204818585689,54,13.582866401219498711
1665338100000,278.2,278.3,278.1,278.3,301.101,1665338399999,83776.0208,241,174.144,48457.5575,0,2022-10-09 17:59:59.999,110759,110759,Bull,False,1665337819,22032902,0x15f7a7a7a788c2fafe0bfade87cc2b769ddfcfa1f2e1bd8dde97e34e57225850,1665338128,22033005,0x1d4e6326c9d87f6c6288303b69d6436f16c624d6f950ec183dc9baaa509186a1,278.25,18446744073711480609,1665338437,22033108,0xaa4d9693bcd4678c631d9a4e2e7bc009becb5239c1bbd345064ad5db2d3052d1,278.3667221,18446744073711480622,81,11.472220713935035119,42,4.496378533578569837,39,6.975842180356465282
1665338400000,278.3,278.5,278.1,278.2,413.873,1665338699999,115194.2204,331,148.023,41204.0826,0,2022-10-09 18:04:59.999,110760,110760,Bear,False,1665338128,22033005,0x1d4e6326c9d87f6c6288303b69d6436f16c624d6f950ec183dc9baaa509186a1,1665338437,22033108,0xaa4d9693bcd4678c631d9a4e2e7bc009becb5239c1bbd345064ad5db2d3052d1,278.3667221,18446744073711480622,1665338749,22033212,0x434ff9023b1cb12aca68c8972aa7c996eb32f2cd289e32a8a32ac60bfe1bf506,278.26,18446744073711480635,76,16.051726889826027878,48,8.597432473762975638,28,7.45429441606305224
1665338700000,278.2,278.3,278.1,278.1,237.108,1665338999999,65955.9103,287,66.683,18551.9466,0,2022-10-09 18:09:59.999,110761,110761,Bear,False,1665338437,22033108,0xaa4d9693bcd4678c631d9a4e2e7bc009becb5239c1bbd345064ad5db2d3052d1,1665338749,22033212,0x434ff9023b1cb12aca68c8972aa7c996eb32f2cd289e32a8a32ac60bfe1bf506,278.26,18446744073711480635,1665339058,22033315,0xe82403def72e3112ea53aec360e713fe8d2bb29146df612fcf2aaafd50f7e2d4,278.12,18446744073711480649,66,7.897731345875785916,38,4.396021092834116682,28,3.501710253041669234
1665339000000,278.1,278.2,277.9,277.9,227.165,1665339299999,63160.5702,272,133.166,37028.2278,0,2022-10-09 18:14:59.999,110762,110762,Bear,False,1665338749,22033212,0x434ff9023b1cb12aca68c8972aa7c996eb32f2cd289e32a8a32ac60bfe1bf506,1665339058,22033315,0xe82403def72e3112ea53aec360e713fe8d2bb29146df612fcf2aaafd50f7e2d4,278.12,18446744073711480649,1665339367,22033418,0x00907c1a11d02a28600864f4dce5904ffbfa9e6110dd4f293f56ac891eb0e133,278.05317093,18446744073711480661,61,8.185493740226830691,26,2.769887446296171797,35,5.415606293930658894
1665339300000,278.0,278.2,277.9,278.1,402.966,1665339599999,112071.8629,324,321.431,89398.5413,0,2022-10-09 18:19:59.999,110763,110763,Bull,False,1665339058,22033315,0xe82403def72e3112ea53aec360e713fe8d2bb29146df612fcf2aaafd50f7e2d4,1665339367,22033418,0x00907c1a11d02a28600864f4dce5904ffbfa9e6110dd4f293f56ac891eb0e133,278.05317093,18446744073711480661,1665339679,22033522,0x64dce0cd9ff46a0329f54c9b1a1b5d67033b7b4c803229af4974b2997f95211f,278.15620577,18446744073711480676,62,7.283321716408674882,39,4.381449685334389866,23,2.901872031074285016
